,Unnamed: 0.1,name_track,duration_ms,explicit,artists_track,artists_track_uri,featuring,track_number,disc_number,name_album,artists_album,total_tracks,uri_track,uri_album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,clean_title,lyrics_state,lyrics

A small footnote: Cobb County receives more federal subsidies than any suburban county in the country, with two exceptions: Arlington Virginia, effectively part of the Federal Government, and Brevard County Florida, the home of the Kennedy Space Center. When we move out of the state system itself, Cobb County is the leading beneficiary of the ""nanny state."" Its largest employer is Lockheed Aeronautical Systems Company, which is designing the F-22 advanced tactical fighter and other military aircraft. 72% of the workforce are in white-collar jobs ""in expanding areas of the economy like insurance, electronics and computers, and trade"" -- all carefully tended by ""the nanny state."" It's remarkably easy for conservative entrepreneurial values to flourish while one is feeding happily at the public trough. Meanwhile praises to market miracles reach the heavens, notably where ""conservatism is flowering among the malls.""15

An interesting sidelight is the silence over this matter during the electoral campaign, when Gingrich propaganda was smashing the New Democrats. Notably absent is a simple rejoinder that would have stopped the juggernaut in its tracks: Gingrich is the country's leading advocate of the welfare state -- for the rich. The reasons for the silence are not hard to discern: class interests prevail over narrow electoral ones. It's agreed across the board that the rich must be protected from market discipline by a powerful and interventionist welfare state.

Gingrich is the author of the ""Contract with America,"" which calls for extending the double-edged ""free market"": state protection and public subsidy for the rich, market discipline for the poor. The Contract calls for ""cuts in social spending,"" denying aid to children of ""minor mothers"" and those on welfare. Republican leaders add that they will support reductions proposed in the plan submitted by John Kasich, top Republican on the Budget Committee; its biggest cut is to be $50 billion from medicare and medicaid, the health programs for the elderly and the poor. But the Contract calls for an increase in welfare for the rich, by the classic means: regressive fiscal measures, and outright subsidy. These include increased tax exemptions for gifts and estates, capital gains cuts, reduced regulation for protection of health and safety standards, investment subsidies, more favorable rules for depreciation, and most important: ""strengthening our national defense"" so that we can better ""maintain our credibility around the world"" -- so that anyone who gets funny ideas, like priests and nuns in Latin America, will understand that ""What We Say Goes,"" as George Bush defined the New World Order while bombs and missiles were raining on Iraq.16

""National defense"" is, of course, a sick joke, which would elicit ridicule outside of a commissar culture. The U.S. faces no threats, and already spends almost as much on ""defense"" as the rest of the world combined. As in the past, military spending is arguably increasing security threats, for example, by arms exports, which now provide 25% of revenue for ""defense"" contractors and dominate the international arms market, increasing sharply since the end of the Cold War. Clinton has just added an important innovation: for the first time, policy will ""factor the health of U.S. weapons makers and the shape of the domestic economy into decisions on whether to approve foreign arms sales,"" the press reports; a natural step, now that the Soviet pretext has collapsed and it becomes necessary to face the facts more honestly.17

Unlike ""defense"" and ""security,"" military expenditures are no joke. They ensure that we will be able to ""behave, with others, multilaterally when we can and unilaterally as we must,"" the Clinton version of the traditional doctrine, delivered to the UN Security Council by Ambassador Madeleine Albright as it wavered over a resolution condemning Iraq. Albright instructed the Council that if need be, the U.S. would act alone because ""We recognize this area as vital to U.S. national interests"" -- and we recognize no limits or constraints, surely nothing as ridiculous as international law, human rights, or the United Nations, as we pursue our role as self-appointed global enforcer.18

Apart from maintaining a particular form of ""stability"" in the interests of the world rulers, the Pentagon must continue to provide lavishly for Newt Gingrich and his rich constituents by means of a taxpayer subsidy to advanced industry. Nothing has changed in this regard since the early post-war period, when the business world recognized that the aircraft industry, established by public funds and wartime profiteering, ""cannot satisfactorily exist in a pure, uncompetitive, unsubsidized, `free enterprise' economy"" (Fortune) and that ""the government is their only possible savior"" (Business Week). For well-known reasons, the Pentagon system was revitalized as the ""savior,"" sustaining and expanding the industry, now the leading ""civilian"" exporter, along with steel and metals generally, electronics, chemicals, machine tools, and other central components of the industrial economy. As long as the fable could be sustained, the Cold War provided the pretext. The fraud was conscious, at least among those minimally astute. The first Secretary of the Air Force, Stuart Symington, put the matter plainly in January 1948: ""The word to talk was not `subsidy'; the word to talk was `security'."" As industry representative in Washington, Symington regularly demanded enough procurement funds in the military budget to ""meet the requirements of the aircraft industry,"" in his words. The story continues without essential change until today, in just about every functioning sector of the economy, and surely in Cobb County.

Furthermore, the story goes back to the origins of the Republic: economic historian Paul Bairoch describes the United States as the ""mother country and bastion of modern protectionism,"" which was ""born in the United States"" -- which may be unfair to our British predecessors, no laggards in the art. Protectionism is only one form of state intervention, and not the major one. As in the British case, there are intermittent deviations from the commitment to protect the rich from market discipline, related to the expectation of temporary gain under conditions of dominance. When need arises, ""conservatives"" are quick to call for increased state intervention, as in the Reagan years. Had market forces been allowed to function, there would be no U.S. steel or automobile industry today, not to speak of computer chips and electronics generally. The Reaganites simply closed the market to Japanese competition while pouring in public funds.

Then-Secretary of the Treasury, James Baker proudly proclaimed to a business audience that Reagan had ""granted more import relief to US industry than any of his predecessors in more than half a century."" He was far too modest: it was actually more all his predecessors combined, doubling import restrictions to 23%. One of the few authentic free trade advocates, international economist Fred Bergsten, added that the Reagan Administration specialized in the kind of ""managed trade"" that most ""restricts trade and closes markets,"" voluntary export restraint agreements -- which are ""voluntary"" in the sense that protection payments to the Mafia enforcer are ""voluntary."" This is ""the most insidious form of protectionism,"" Bergsten pointed out, which ""raises prices, reduces competition and reinforces cartel behavior."" The 1994 Economic Report to Congress estimates that Reaganite protectionist measures reduced US manufacturing imports by about one-fifth. Such measures have been expanded under Clinton, one recent example being the proposal to spend $1 billion to subsidize development and production of flat-panel computer display screens, subsidies barred by the GATT accords signed a few weeks earlier.19

This is just the tip of the iceberg. The ""bought priesthood"" may spin tales about market discipline and its virtues, but business executives and the government that is their ""shadow"" will tolerate no such nonsense -- for the rich, that is.

Gingrich's Contract is remarkably brazen. Thus the proposals for welfare for the rich appear under the heading ""The Job Creation and Wage Enhancement Act."" The section does include a provision for measures ""to create jobs and raise worker wages"" -- with the word ""unfunded"" quietly added. But no matter. In contemporary Newspeak, the word ""jobs"" means ""profits,"" so it is indeed a ""job creation"" proposal, which will continue to ""enhance"" wages downwards.

The pattern is virtually exceptionless. Former Senate Democratic leader George Mitchell was replaced in November by Olympia Snowe, a prominent conservative, whose campaign focused on protecting the Portsmouth Naval shipyard and Loring Air Force base -- that is, making sure that Federal largesse continues to flow, the benefits heavily skewed towards the wealthy, though the official mantra is ""jobs."" Even looking just at the narrow matter of welfare, we find much the same thing. The Center for Popular Economics (Amherst) estimates that when we consider direct benefits and tax breaks -- masked welfare payments -- an average household with income under $10,000 receives about 60% of the welfare provided to households with income over $100,000. Looking at details, total payments for food stamps in 1993 amounted to $25 billion, welfare and family support $16 billion, and supplemental security income (poor, elderly, disabled) $21 billion. These figures may be compared with the $49 billion in deductions for interest payments, mostly mortgage payments (80% to familes with incomes over $50,000, skewed more radically toward the higher reaches, for obvious reasons). Farm price supports, again skewed toward the wealthy, amounted to $16 billion. Total payments to the poor ""add up to less than the three largest tax breaks that benefit the middle class and wealthy: deductions for retirement plans, the deduction for home mortgage interest and the exemption of health-insurance premiums that companies pay for their employees,"" Michael Wines reports in the Times in a rare window opened to the real world, noting further that ""most tax breaks and payments to the well-situated are practically exempt from the debate over controlling expenditures.""20

This, of course, is the merest fragment, not counting such matters as ""business expenses"" (dinners at elegant restaurants, prize seats at the opera and sporting events, club memberships, etc.), all small in comparison with the massive subsidies through the system of protection and subsidy by the ""nanny state."" Simply to indicate scale, in Canada, less extreme than the U.S. in its dedication to a nanny state for the rich, the National Council of Welfare estimates that day care facilities for the 750,000 children who need them would cost $1.5 billion, not a great deal more than the tax money lost by the business entertainment deduction.21

Reacting to the ""Contract,"" Labor Secretary Robert Reich suggested that Congress end ""corporate welfare as we know it,"" removing tax breaks for particular industries and agriculture that amount to tens of billions a year. He also noted that over a quarter of taxes go to pay interest on the national debt, most of it accumulated by the statist reactionaries of the 1980s, who played their spend-and-borrow games under the conservative disguise. Reich's speech on economic and social policy was prominently reported -- in the London Financial Times, though for accuracy, it did receive a few lines under ""World-Wide Notes"" in the Wall Street Journal, the same day.22

The principles are clear and explicit: free markets are fine for the Third World and its growing counterpart at home. Mothers with dependent children can be sternly lectured on the need for self-reliance, but not dependent executives and investors, please. For them, the welfare state must flourish.

Focusing on rich countries like ours is highly misleading, to put it mildly. The double-edged ""free market ideology"" has by far its most lethal effects in the traditional colonial domains, which, apart from the Japan-based area, are mostly an utter disaster, improving here and there only by ideologically-based economic measures that dispense with effects on people. While almost all industrial societies have become more protectionist in past years, the Reaganites generally led the pack. The effects on the South have been devastating, compounding the consequences of the IMF-World Bank structural adjustment programs, which have had a brutal impact on the poor majority while benefiting foreign investors and elite sectors linked to them.

Market distortions by the rich have been a major factor in doubling the already huge gap between the poorest and richest countries in the past generation. The 1992 UN Development Report estimates that various protectionist and financial measures taken by the rich countries have deprived the South of $1/2 trillion a year, about 12 times total ""aid"" -- most of it publicly-subsidized export promotion. This behavior is ""virtually criminal,"" the distinguished Irish diplomat and author Erskine Childers observed recently. He also notes that the West, under U.S. lead, blocked a 1991 resolution tabled at the General Assembly by the South against ""economic measures as a means of political and economic coercion against developing countries,"" the favored technique, apart from terror, by which the U.S. has sought to destroy such independent upstarts as Cuba and Nicaragua -- while never ceasing to sing odes to the free market. The fact is ""very little known,"" Childers writes, ""because of course such things do not get reported by the dominant Northern media."" He hopes that some day this ""wholesale moral abdication by Northern countries"" will lead to ""their utter shame before their own citizens,"" shame that will ""start on the day when Northern academicians and NGOs"" institute ""a Blackmail Watch"" to stand alongside the Human Rights Watches.23

Not tomorrow, we can be sure of that.

With hopelessly inadequate apologies to the victims, I'll put aside that terrible story of major crimes against humanity, for which we bear continuing responsibility.

Next month, I'll turn to two topics: the specific measures that are being used to control the surplus population, and the general background against which these crimes against humanity proceed. The former include the growing ""crime industry,"" unrelated to crime but closely related to the need to cage those growing categories of the population who have no role to play in enriching the wealthy and privileged, and therefore lack rights by ""conservative"" values. Another striking component is the war against families and children that was led by Reagan-Thatcher conservatives and is now to be sharply enhanced. Yet another is the effort to restore something like the Satanic Mills of the early period of industrialization, for those who retain some rights under reigning values. All of this is entirely reasonable, as major tendencies in the global economy of the past quarter century have at least raised the possibility that the world might be driven to an extreme form of totalitarian domination by wealthy and powerful sectors, with the gains for human rights, freedom, and democracy won in bitter struggle over centuries now reversed -- a shift from ""containment"" to ""rollback,"" to borrow some of the (largely deceitful) terminology of foreign policy discussion.



Rollback, Part II

February, 1995

The new year opened auspiciously with the announcement of the revolutionary agenda of the ""conservatives,"" responding to the ""popular mandate"" conferred by their ""landslide victory"" -- in which they gained 50.5 percent of the votes of the minority who took part and were overwhelmingly opposed by non-voters, while one-sixth of those who did vote regarded the outcome as ""an affirmation of the Republican agenda"" and one out of nine saw ""a more conservative Congress"" as an issue. Meanwhile large majorities, as usual, favored more government spending for domestic programs and more help for the poor, reduced military spending, and other traditional parts of the ""liberal agenda"" that the population had overwhelmingly repudiated, according to standard doctrine.1

1. The Conservative Agenda

The ""conservatives"" -- I'll adopt the term, reluctantly -- cannot be faulted for concealing what they have in mind. Their agenda hews closely to the traditional double-edged conception of markets, personal responsibility, freedom from government interference, and so on. The slogans are to be interpreted literally and harshly for everyone -- apart from the rich minority, who are exempt from such strictures. Quite the contrary. The interests of the privileged are to be enhanced by a powerful and interventionist ""nanny state,"" which transfers vast public subsidies to them and otherwise caters to their whims. Newt Gingrich's conservative constituents in their wealthy Atlanta suburb cannot be expected to face market discipline. They must maintain their lead among recipients of public subsidies, so that they can bask in self-praise for their ""independence"" and ""entrepreneurial values,"" and indulge in their ""visceral distaste"" for the federal government that fills their pockets with public funds -- without which, they would soon join the laggards and spongers they despise.2

Clinton's first response to the ""conservative landslide"" was to increase Pentagon spending, already high even by Cold War levels. He announced an increase of $25 billion over the next six years, directly contravening the public will; the Gingrich ""Contract with America"" calls for $60 billion. As well understood within the business community, the Pentagon is a central component of the ""nanny state"" -- for the rich, Gingrich's constituents in particular.

The new Republican leadership opened their campaign with plans for ""welfare reform."" The proposals are fine-tuned to the principles of class warfare. By far the largest entitlements (among those that are mentionable, that is) are Social Security and Medicare. But benefits under these programs are not class-based: not only the poor reach retirement age. Furthermore, funding of Social Security is sufficiently regressive to make it more tolerable. These huge and rapidly growing programs are therefore not on the ""conservative agenda"" -- for now; as policy marches on from containment of human rights and democracy to rollback, they too are unlikely to survive, since the wealthy can prosper without them. The programs that face radical cuts are food stamps, AFDC, and Medicaid. AFDC reaches 14 million people who are destitute, 9.7 million of them children; it has declined sharply since 1970, particularly since the Reagan years. Medicaid provides health care for 33 million people who cannot afford it. Though a small fragment of officially-recognized ""welfare,"" these programs are designed to help people who are weak and defenseless, therefore subject to market discipline and the demands of ""personal responsibility.""

The reforms are still more finely honed. The food stamp program is likely to survive, the New York Times reports, because it has a ""middle-class constituency that includes farmers, grocers, and the food industry generally."" Agribusiness, great marketing chains, and the transnationals that dominate the food industry are a ""middle class constituency"" with human rights. But AFDC lacks these merits. Over five million children are to be deprived of its meager support, though they ""would not be harmed"" by losing their subsistence, Republican House leaders assure us, because ""adults on welfare will protect their children by working or getting married"" -- taking jobs that do not provide a living wage (if they even exist), and marrying men who can join the surging prison population when they fail to find work.3

The planned tax cuts reveal the same refined sensibility. They are designed to benefit ""the truly wealthy,"" the Times editors accurately comment, including ""capital gains tax cuts and depreciation write-offs for business"" that will ""run the deficit up even higher,"" and that should properly be called transfer payments from the poor to the rich. Other tax cuts are supposedly intended to benefit ""the middle class."" The category includes people who earn up to $100,000 a year (more than 96 percent of taxpayers) as the President defines the term, and up to $200,000 a year (more than 99 percent of taxpayers) under the Republican definition. That means ""there is almost no one left to pick up the tab,"" so the burden is placed overwhelmingly on the shoulders of those least able to bear it. The major ""middle class"" tax cut a credit for dependent children, a regressive measure that offers little or nothing to people too poor to take advantage of it. That aside, it benefits primarily the rich: ""Generally, the more income that taxpayers have, the more likely they are to have dependent children,"" the Times reports: ""For instance, 55 percent of taxpayers with incomes from $100,000 to $200,000 in 1991 claimed at least one exemption for a dependent,"" as compared with 42 percent in the $30,000-$35,000 range (close to the actual ""middle class"").

The tax cuts too are hailed by their bipartisan advocates as a response to the popular will, which was revealed by a Harris poll after the elections. Two-thirds felt the state of the nation was not good. Their reasons varied, including high taxes -- selected by three percent.4

The ""hidden welfare state"" for the rich, with its huge entitlements concealed by tax deductions and other devious means, scarcely enters the debate over welfare reform. But it is by no means unaffected. ""Buried in the House Republicans' `Contract with America' is a very sweet deal for the nation's big capital-intensive companies,"" the Wall Street Journal reported in December, reviewing an array of tax breaks and other devices that will ""provide a sizable subsidy"" to corporations, possibly eliminating taxable income entirely for large firms, and increasing the deficit in accord with the Reaganite version of ""fiscal conservatism."" The program is carefully crafted so that its impact will not be felt until 1997 -- coincidentally, after the presidential election, something we are not supposed to notice. IRS officials predict a cost to the taxpayer of over $14 billion a year by the end of the decade.

Reacting to the Gingrich Contract, Labor Secretary Robert Reich gave a speech last November in which he suggested ending ""Corporate welfare as we know it""; it was reported in the business press abroad, and received a few words in the Wall Street Journal as well. The Journal returned to the topic a few weeks later in an article by Alan Murray on the tax breaks that ""shower billions in benefits on the oil and gas, timber, cattle-breeding and real-estate industries and others,"" one minor component of the ""nanny state"" for the rich. Murray referred to ""Mr. Reich's broadside against corporate welfare,"" noting that it ""was quickly shot down by friendly fire"" from the White House and Cabinet. The Administration had discussed cutting back the ""$114 billion of spending over the next five years that benefits specific industries, as well as $110 billion in tax subsidies,"" some for single industries, some aimed at public funding of advertising and purchase of mansions (through tax subsidies). All such ideas are ""going nowhere,"" however, and ""already have been taken off the table.""

The mood was symbolized at the first triumphal session of the new Congress, with the Gingrich army in charge. In a ""half-hearted"" gesture, House Democrats sought ""to embarrass Republicans for declining to include a ban on lobbyists' gifts in the new rules,"" the Wall Street Journal mentioned on p. 16. There was also brief notice in the Times, quoting the reaction of the Commander-in-Chief himself. Gingrich said he'd ""heard rumors that imply that they're just into sort of a fairly stupid strategy of cheap and nasty,"" which ""makes one wonder just how dumb they think the American people are."" Imagine how the public would react to the idea of making it harder for corporations to purchase votes in our model democracy.5

State governments are responding to the ""popular mandate"" the same way. In New York, a draft proposal of Governor-elect George Pataki's administration calls for a cut of over $1 billion in Medicaid, while Mayor Rudolph Giuliani proposed a 25 percent reduction in Medicaid and other help for the poor. To better comprehend these measures, one may bear in mind that in Manhattan the income gap between rich and poor is greater than in Guatemala, and within the U.S. is surpassed only by a group of 70 households in a former leper colony in Hawaii. The gap widened in the 1980s more than in any other county with over 50,000 people.6

The justification for such budgetary proposals is dual: the ""popular mandate"" that overwhelmingly opposes them, and the lack of funds. The mandate is beyond challenge: ""Americans Like G.O.P. Agenda,"" a lead story is headlined in the New York Times, citing data showing that 65 percent of the public believe ""the Government has a responsibility to take care of the poor"" while 9 percent think ""programs for poor children"" should be decreased. Support for a balanced budget amendment is equally impressive: ""22 percent, if it would require cuts in spending on education,"" and comparable figures if other cuts in social spending are contemplated.

Equally beyond challenge is the ""fact"" that there just isn't enough money available in this ""lean and mean"" age. Times are tough all over, particularly for the great corporations that are enjoying ""dazzling"" profits, Fortune magazine exults. Meanwhile Business Week worries over ""The Problem Now: What To Do With All That Cash"" (headline), as ""surging profits"" are ""overflowing the coffers of Corporate America"" and dividends are booming, thanks in large measure to profits from overseas operations (in the interest of ""jobs for Americans""). Meanwhile the Census bureau reports that 95 percent of the population has lost income since 1989, with a 7 percent decline in median family income, continuing through the ""Clinton recovery."" Real hourly pay (including benefits) has fallen 1 percent a year for the median male since 1979, including the 1991-93 recovery years, labor economists Jared Bernstein and Lawrence Mishel report.7

Less delighted are city governments, which will face the problems created as federal government and the states shift benefits towards the wealthy even more than under the prevailing norms. Meeting in December, the U.S. Conference of Mayors reported that requests by needy people increased by 12 percent in 1994, requests for emergency shelter even more. 15 percent of requests for emergency food aid had to be denied, along with almost 1/4 of requests by homeless families, who remained homeless an average of 9 months. The Mayors' Conference called for an increase in federal assistance programs, responding to a different ""popular mandate"" than the one that is perceived by the political class and media elite: the popular mandate reflected consistently in polls but irrelevant to policy, which is ""insulated from politics,"" to borrow a useful phrase from the London Economist.8

Another target is foreign aid, ""already by far the lowest of any major industrialised country as a proportion of gross domestic product,"" the Financial Times observes, and virtually non-existent if we eliminate the grants to the primary recipient (Israel, a rich first world country, thanks to unprecedented subsidy from abroad) and the secondary beneficiaries, to make sure they play their role in guaranteeing U.S. control over Middle East energy reserves. Senator Mitch McConnell, who will chair the Subcommittee on Foreign Operations, announced that aid should be restricted to advancing ""America's security and economic interests."" That is overwhelmingly true already, but the principle must be implemented more harshly still. The pennies that go to Africa, for example, serve almost no useful purpose, merely helping human beings. While aid to most countries should be cut, McConnell announced, aid to the Middle East should be increased: primarily to Israel, then to other Middle East gendarmes.9

Also facing the axe are regulatory measures, mostly unenforced by the criminal state during the Reagan years, a primary reason for the collapse of unions and the sharp rise in industrial accidents, Business Week reported in an important cover story. New proposals aim to reduce or eliminate such ""market distortions,"" which merely save lives at the cost of profits. These December 1994 announcements were exquisitely timed, coinciding with new disclosures about the effects of the failure to control predatory profit-seeking. On December 19, the Boston Globe reviewed the destruction of the Georges Bank fishing grounds off the New England coast, formerly one of the world's richest. Parts had to be closed completely in mid-December, with more drastic actions anticipated, in the hope that the fish population, virtually depleted, might recover -- a vain hope, many scientists fear. After the area was closed to foreign boats by a 200-mile fishing limit declared in 1976, U.S. fishing operations nearly doubled, spurred by government tax credits. The predictable result of state subsidy and lack of regulation was to decimate populations of cod, haddock, and other major stocks. Cod may become ""virtually extinct,"" the Northeast Fisheries Science Center predicted. New England, the traditional home of codfish, is now importing its cod from Norway. The government of Norway ""took strong measures to stop overfishing years ago,"" following a ""different philosophical tradition from North America,"" one that allows the government, in the public interest, to place some controls on ""economic actors"" (Kare Bryn, director of the resources department in Norway's fisheries ministry). The ""philosophical tradition"" here is quite different, allowing the government only to offer massive protection and public subsidy to business interests in accord with our deep-seated libertarian commitments.

""In the 1980s,"" the vice-chair of the government Fishery Management Council concedes, ""there was not enough conservation and too much concern about the impacts it would have"" (on short-term profit, to be precise). ""I think everybody regrets that now, but that's like crying over spilled milk."" The regrets are revealed by the passionate dedication to dismantle what is left of the regulatory apparatus so as to maximize the scale of future tragedies.10

The day after this report was published, President Clinton announced his plans to implement the ""conservative program,"" with cuts in government spending (apart from the Pentagon subsidy to the rich, which is to increase). The major cuts are to be in the Energy department, slowing down cleanup of nuclear waste, cutting research, and turning management of the petroleum reserve to ""private enterprise"" -- the term is even more of a joke than usual, in reference to the energy industry. The same day, the New York Times reported new scientific evidence on the depletion of the ozone layer and global warming. Satellite data revealed that industrial gases are the primary factor in depletion of the ozone layer, which scientists fear might spread over northern areas; and satellites also provided the most precise data yet available on rise of the sea level, showing it to be within the range predicted by global warming models. The potential threat to human life is not trivial.

Also on the same day, the staff of the House Health and Environment Subcommittee released a report reviewing tobacco industry data purporting to show that secondhand smoke is not a significant hazard in workplaces. The data had been a ""significant element"" in industry campaigns to bar regulation, the report observed. The data were ""faked,"" according to workers who took the measurements. The conclusion was supported by the House committee's research staff and an independent review by a chemist at the Naval Research Laboratory. When the fakery is corrected, the hazard proves to be considerably higher. Is that a surprise, when an industry ""regulates"" itself? Perhaps to really dedicated commissars. Incoming chair Thomas Bliley of Virginia, ""an industry champion"" (Business Week), refused to comment.

Other efforts to save lives from depredations by the rulers are also to decline under the conservative regimen. Among other consequences, the Environmental Protection Agency and Occupational Safety & Health Administration are likely to lose much of their limited effect, and pharmaceutical prescriptions may not have to provide information about safe drug use. The basic plan is to impose conditions on any regulatory statute that will be almost impossible to meet: for example, largely meaningless ""cost-benefit analyses"" that can be extended without limit by corporate lawyers of even limited intelligence.

The human consequences are not hard to predict, but short-term profit will increase for the publicly-subsidized ""private"" sector of the economy. Civilization marches on.

Other proposed measures lead in the same direction. One component of the current crusade is to shift such government funding as remains to the states (outside of the expanding ""nanny state"" for the wealthy). It is anticipated that state governments will be much more susceptible to the influence of private tyranny, which overwhelms local populations in resources and can play one against another in the time-honored fashion. An illustration, reported just as the crusade was launched, is the effect of the decision by Congress in 1991 to transfer control over transportation funds to the states. Of the $35 billion that has gone to them so far, 96 percent was used for highway projects, in violation of the intent of the legislation to support mass transit, according to the chair of the House Committee on Public Works and Transporation, Norman Mineta, one of its authors. Some attribute this ""massive institutional civil disobedience"" to pressures from ""entrenched highway construction interests,"" but a look back to the huge federal social engineering projects that destroyed public transportation and ""suburbanized America"" in the interests of dominant components of the corporate sector suggests broader goals. President Clinton's first proposed reductions should accelerate the process. ""One such cut would reduce Federal spending for highway, bridge, airport and rail infrastructure for $5 billion and give the states more discretion on spending the rest"" (NYT): ""The end result could be more potholes and higher fares for many taxpayers."" One can guess, perhaps, that mass transport will end up being the primary target, as plans reach practice.

The basic principles have long been familiar, and are sometimes articulated plainly enough. After a recent series of ferry disasters in the Baltic with hundreds of lives lost, the former president of Britain's Royal Institution of Naval Architects pointed out that measures to overcome the problems are well understood, but owners won't follow them ""unless they are forced. You choose whether you have regulation or let thousands more people die."" The stakes here are far greater, but the principle is the same. Short-term gain for the privileged few might be impaired if the welfare of the general population and future generations is taken into consideration, and under the ""civilized values"" that Newt Gingrich and other rollback advocates seek to instill, the relative weights are clear.11

2. The Surplus Population

When the doctrines of contemporary ""neoliberalism"" were crafted in early 19th century England, the message to the population was clear and simple: under capitalism, you have no rights, apart from what your labor will bring in the market. A person without independent wealth ""has no claim of right to the smallest portion of food, and, in fact, has no business to be where he is,"" Malthus proclaimed in highly influential work. It is a ""great evil"" and violation of ""natural liberty"" to mislead the poor into believing that they have further rights, David Ricardo held, outraged at this assault against the principles of economic science, which are as immutable as the principles of gravitation, he held, and against the moral principles on which the science rests, no less exalted. The message is simple. You have a free choice: the labor market, the workhouse prison, death, or go somewhere else -- as was possible when vast spaces were opening thanks to the extermination and expulsion of indigenous populations.12

The doctrines are being revived, but under radically different conditions. Ricardo's ""science"" was founded on the principle that capital is more or less immobile and labor highly mobile. We are enjoined today to worship the consequences of Ricardo's science, despite the fact that the assumptions on which they are based have been reversed: capital is highly mobile, and labor virtually immobile -- libertarian conservatives lead the way in rejecting Adam Smith's principle that ""free circulation of labor"" is a cornerstone of free trade, in keeping with their contempt for markets (except for the weak). Other assumptions of the ""science"" are so radically false that the whole topic is hard to take seriously: among them, the abstraction from severe market distortions resulting from the centrally-managed transactions of the huge corporate structures that dominate the international economy, and the reliance on the ""nanny state"" that has been such a decisive factor in economic growth and the specific forms it has taken throughout history, and remains so.

The science originated as a weapon of class warfare, has been adapted for similar ends over the years. It is returning to its origins today as the prospects for rollback improve, narrowing substantially the choices for the growing population who lack rights by doctrinal decision -- termed ""science"" or ""natural law.""

The surplus population has to be kept in ignorance, but also controlled. The problem is faced directly in the Third World domains that have long been dominated by the West and therefore reflect the guiding values of the masters most clearly: here favored devices include death squads, ""social cleansing,"" torture, and other techniques of proven effectiveness. At home, more civilized methods are (still) required. The superfluous population is to be cooped up within urban slums that increasingly resemble concentration camps, or if that fails, sent to prisons, the counterpart in a richer society to the death squads we train and support in our domains. Under Reaganite enthusiasts for state power, the number of prisoners in the U.S. almost tripled, leaving our main competitors, South Africa and Russia, well behind -- though Russia has just caught up, now that they are mastering the values of their American tutors.13

The bipartisan crime bill should facilitate the process of controlling the unwanted population, with its vast new expenditures for prisons, sharp increase in the death penalty, and much harsher sentencing procedures. Again, this is an acceptable form of state action, serving the social function of population control and providing yet another Keynesian stimulus to the economy: to the construction industry, lawyers, security personnel, and so on. The public subsidy of the ""crime industry"" is coming to approach the scale of the Pentagon, though it is less favored: its benefits are not so sharply skewed towards the wealthy. Nonetheless, it's reasonable that Gingrich's Contract should call for expanding this aspect of the war against the general public.

The crime rate has not changed significantly for twenty years, and recently has declined, if official figures can be taken seriously. The FBI reported in early December that crime rates in 1994 decreased to the lowest level since 1986 for overall crime, since 1990 for violent crime, and since 1985 for property crime (though white collar crime is only sporadically reported). But punishment has gone up fast, as the rate of incarceration shows, and in highly restricted ways, targeting the most vulnerable sectors, mainly Blacks and Latinos; the close race-class correlation in the U.S. makes the procedure only more natural. These sectors are regarded as a criminal population, one leading criminologist, William Chambliss, concludes from recent studies, including direct observation by students and faculty in a project with the Washington police. That's not exactly correct. Criminals are supposed to have constitutional rights, but as his on-the-scene studies show, these communities do not. They are effectively under military occupation. ""Young Black and Latino men living in America's ghettos and barrios are under siege from, and at war with, the police,"" Chambliss writes.

The 1994 Crime Bill is designed to increase the prison population and the costs of maintaining it, with little if any effect on crime. The ""three strikes"" provision ensures that people will remain in prison long past the age when criminal actions are likely, as has much research has shown; and the aging population will either require minimal (and costly) care or be left to die, in keeping with expansion of the right to kill granted to state authority under contemporary libertarian doctrine. The Crime Bill also ends funding for vocational and other training (Pell Grants), slight expenditures that markedly decrease recidivism and prison violence. Such measures make no sense as part of a ""war against crime."" They make a lot of sense, however, as part of a war against the population, with two aspects: removal of people superfluous for profit-making, and control of the large majority targeted for reduction of quality of life and opportunity, who must be somehow frightened into submission to authority.14

The largely fraudulent ""drug war"" has served as an effective device for this population control program. Criminalization of drugs has increased crime -- including crime by government agencies from local police to the CIA -- though studies show no effect on drug availability or use, and decriminalization, where it has been tried, seems to have increased neither. In 1992, nearly 30 percent of state and over 55 percent of federal prisoners were convicted on drug charges (a third for marijuana). Two-thirds of these arrests were for possession, not sale or manufacture. One finds few executives of banks or chemical corporations in prison, though banks are surely involved in money laundering -- a banking subsidiary of American Express just paid $32 million in a settlement in a money-laundering case, with no criminal charges15 -- and the government estimates that more than 90 percent of the chemicals used to produce cocaine come from the United states. A Reagan-era CIA study concluded that U.S. exports of such chemicals to Latin America far exceed amounts used for any legal commercial purpose, concluding that they are diverted to heroin and cocaine production.

