name_track,duration_ms,explicit,artists_track,artists_track_uri,featuring,track_number,disc_number,name_album,artist,total_tracks,uri_track,uri_album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,clean_title,lyrics,lyrics_state,all_artists,first_artist
"What's New - Live At Reunion Arena, Dallas, Texas, October 24, 1987",195120,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,11,3,Standing Room Only,Frank Sinatra,57,spotify:track:3HLH3p5guXEwYCo548pHuA,spotify:album:07DrDjDuFyuEuOhKR3c6HU,0.253,0.235,3,-19.544,0,0.133,0.826,7.759999999999999e-05,0.6459999999999999,0.389,85.061,1,whats_new,"Writer(s): Burke/Haggart
What's new?
How is the world treating you?
You haven't changed a bit
Lovely as ever, I must admit
What's new?
How did that romance come through?
We haven't met since then
Gee, but it's nice to see you again
What's new?
Probably I'm boring you
But seeing you is grand
And you were sweet to offer your hand
I understand. Adieu!
Pardon my asking what's new
Of course you couldn't know
I haven't changed, I still love you so",complete,Frank Sinatra,Frank Sinatra
"Bewitched - Live At Reunion Arena, Dallas, Texas, October 24, 1987",263266,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,12,3,Standing Room Only,Frank Sinatra,57,spotify:track:3yYpblPZ62DgIc5DVhmJyY,spotify:album:07DrDjDuFyuEuOhKR3c6HU,0.336,0.32,10,-12.89,1,0.228,0.736,0.0,0.8590000000000001,0.406,87.18799999999997,4,bewitched,"She's a fool and don't I know it?
But a fool can have her charms
I'm in love and don't I show it?
Like a babe in arms
Love's the same old sad sensation
Lately, I've not slept a wink
Since this silly situation
Has me on the blink
I'm wild again, beguiled again
A simpering, whimpering child again
Bewitched, bothered, and bewildered am I
Couldn't sleep, wouldn't sleep
Then love came and told me I shouldn't sleep
Bewitched, bothered, and bewildered am I
Lost my heart, but what of it?
She is cold, I agree
She might laugh, but I love it
Although the laugh's on me
I'll sing to her, bring spring to her
And long for the day when I'll cling to her
Bewitched, bothered and bewildered am I",complete,Frank Sinatra,Frank Sinatra
"Angel Eyes - Live At Reunion Arena, Dallas, Texas, October 24, 1987",265826,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,13,3,Standing Room Only,Frank Sinatra,57,spotify:track:30JrlqrVJhQtRGLw8BYjKM,spotify:album:07DrDjDuFyuEuOhKR3c6HU,0.452,0.222,0,-15.738,0,0.0932,0.87,1.76e-05,0.7040000000000001,0.382,98.203,4,angel_eyes,"Hey, drink up all you people
Order anything you see
Have fun you happy people
The drink and the laugh's on me
Try to think that love's not around
Still, it's uncomfortably near
My old heart ain't gaining any ground
Because my Angel Eyes ain't here
Angel Eyes, that old devil's scent
They grow unbearably bright
Need I say that my love's misspent
Misspent with angel eyes tonight?
So, drink up all of you people
Order anything you see
And have fun you happy people
The drink and the laugh's on me
Pardon me, but I gotta run
The fact's uncommonly clear
I gotta find who's now the number one
And why my Angel Eyes ain't here
'Scuse me, while I disappear",complete,Frank Sinatra,Frank Sinatra
"If - Live At Reunion Arena, Dallas, Texas, October 24, 1987",232200,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,14,3,Standing Room Only,Frank Sinatra,57,spotify:track:12raOntyzcMtbwgZGtB0fc,spotify:album:07DrDjDuFyuEuOhKR3c6HU,0.362,0.244,2,-15.154000000000002,1,0.0834,0.889,0.0,0.677,0.417,109.659,3,if,"If a picture paints a thousands words
Then why can't I paint you?
The words would never show
The you I've come to know
If a ship is launched a thousands times
Then where am I to go?
There's no one here but you
You're all that's left me too
And when - my love - for life - is running dry
You come - and pour - yourself - on me
If a man could be two places at one time
I'd be with you
Tomorrow and today
Beside you all the way
If the world should stop revolving
Slowly spinning down to die
I'd spend the end with you
And when the world was through
Then one - by one - the stars - would all go out
And you - and I - would simply fly away",complete,Frank Sinatra,Frank Sinatra
"When Joanna Loved Me - Live At Reunion Arena, Dallas, Texas, October 24, 1987",192906,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,15,3,Standing Room Only,Frank Sinatra,57,spotify:track:1G4F0TpDX4Qvafmh2Ra5uJ,spotify:album:07DrDjDuFyuEuOhKR3c6HU,0.299,0.202,1,-16.114,1,0.0613,0.884,0.000759,0.718,0.35700000000000004,89.875,3,when_joanna_loved_me,"Today is just another day, tomorrow is a guess
But yesterday, oh, what I'd give for yesterday
To relive one yesterday and its happiness
When Joanna loved me
Every town was Paris
Every day was Sunday
Every month was May
When Joanna loved me
Every sound was music
Music made of laughter
Laughter that was bright and gay
But when Joanna left me
May became December
But, even in December, I remember
Her touch, her smile, and for a little while
She loves me
And once again it's Paris
Paris on a Sunday
And the month is May",,Frank Sinatra,Frank Sinatra
"For Once In My Life - Live At Reunion Arena, Dallas, Texas, October 24, 1987",174440,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,16,3,Standing Room Only,Frank Sinatra,57,spotify:track:705TP92LG7ezDROYIxvARC,spotify:album:07DrDjDuFyuEuOhKR3c6HU,0.489,0.6459999999999999,7,-5.782,0,0.101,0.743,0.0,0.969,0.63,84.67200000000003,4,for_once_in_my_life,"For once in my life
I have someone who needs me
Someone I've needed so long
For once I'm afraid I can go where life leads me
And somehow know I'll be strong
For once I can touch what my heart used to dream of
Long before I knew, someone warm like you
Would make my dreams come true
For once in my life I won't let sorrow hurt me
Not like it's hurt me before
For once I have something I know won't desert me
And I'm not alone anymore
For once I can say; this is mine you won't take it
Long as I know I have love I can make it
For once my life I have someone who needs me
For once I can say; this is mine you can't take it
Long as I know I got love I can make it
For once in my life I've got someone
Yeah, for once in my life I found someone
For once in my life, I've got someone
Who needs me",complete,Frank Sinatra,Frank Sinatra
"Lonely Town - Live At Reunion Arena, Dallas, Texas, October 24, 1987",249333,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,17,3,Standing Room Only,Frank Sinatra,57,spotify:track:1bkC27rKWRQGOxRCzkcrct,spotify:album:07DrDjDuFyuEuOhKR3c6HU,0.267,0.241,2,-13.454,1,0.0535,0.812,4.63e-05,0.72,0.187,85.291,4,lonely_town,"New York, New York
Or a village in Iowa
The only difference is the name
If you're alone
Whether on Main Street
Or on Broadway
If you're alone
They are both the same
A town's a lonely town
When you pass through
And there is no one waiting there for you
Then it's a lonely town
You wander up and down
The crowds rush by
A million faces pass before your eyes
Still it's a lonely town
Unless there's love
A love that's shining
Like a harbor light
You're lost in the night
Unless there's love
The world's an empty place
And every town's
A lonely town",complete,Frank Sinatra,Frank Sinatra
White Christmas,158253,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,1,1,Ultimate Christmas,Frank Sinatra,20,spotify:track:14QJl6TD0xnKl26NkTVez2,spotify:album:1gCLWt3kXk5kNTZdsx6P8a,0.297,0.14400000000000002,0,-14.942,1,0.0321,0.8690000000000001,0.0,0.205,0.31,89.79700000000003,4,white_christmas,"I'm dreaming of a white Christmas
Just like the ones I used to know
Where the treetops glisten
And children listen
To hear sleigh bells in the snow
I'm dreaming of a white Christmas
With every Christmas card I write
May your days be merry and bright
And may all your Christmases be white",complete,Frank Sinatra,Frank Sinatra
The Christmas Waltz,181093,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,2,1,Ultimate Christmas,Frank Sinatra,20,spotify:track:33Us40eo8EQFa2VmdbLMxe,spotify:album:1gCLWt3kXk5kNTZdsx6P8a,0.242,0.213,0,-13.862,0,0.0318,0.901,0.0,0.332,0.245,83.101,4,the_christmas_waltz,"Frosted windowpanes
Candles gleaming inside
Painted candy canes on the tree
Santa's on his way
He's filled his sleigh with things
Things for you and me
It's that time of year
When the world falls in love
Ev'ry song you hear seems to say
""Merry Christmas
May your New Year dreams come true""
And this song of mine
In three-quarter time
Wishes you and yours the same thing, too",complete,Frank Sinatra,Frank Sinatra
It Came Upon A Midnight Clear,172000,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,3,1,Ultimate Christmas,Frank Sinatra,20,spotify:track:55YzKJipEDxzduTSrAWtMj,spotify:album:1gCLWt3kXk5kNTZdsx6P8a,0.194,0.099,7,-19.334,1,0.0331,0.976,0.000591,0.08199999999999999,0.129,83.825,4,it_came_upon_a_midnight_clear,"It came upon the midnight clear, that glorious song of old
From angels bending near the earth to touch their harps of gold
Peace on the earth, goodwill to men, from heav'n's all gracious king
The world in solemn stillness lay to hear the angels sing
Still through the cloven skies they come with peaceful wings unfurl
And still their heavenly music floats, O'er all the weary world
Above its sad and lowly plains they bend on hovering wing
And ever o'er its Babel sounds the blessed angels sing
O ye, beneath life's crushing load, whose forms are bending low
Who toil along the climbing way with painful steps and slow
Look now for glad and golden hours come swiftly on the wing
O rest beside the weary road and hear the angels sing
For lo the days are hastening on, by prophets seen of old
When with the ever circling years shall come the time foretold
When the new heaven and earth shall own the prince of peace their King
And the whole world send back the song which now the angels sing",complete,Frank Sinatra,Frank Sinatra
Jingle Bells,122160,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,4,1,Ultimate Christmas,Frank Sinatra,20,spotify:track:4KV9bM7a1KDc7b7OakFZic,spotify:album:1gCLWt3kXk5kNTZdsx6P8a,0.706,0.383,8,-11.44,1,0.0342,0.758,0.0,0.0608,0.87,86.99700000000001,4,jingle_bells,"Jingle bells, jingle bells
Jingle all the way
Oh, what fun it is to ride
In a one-horse open sleigh
Jingle bells, jingle bells
Jingle all the way
Oh, what fun it is to ride
In a one-horse open sleigh

Dashing through the snow (Rudolph)
In a one-horse open sleigh (today)
O'er the fields we go (Rudolph)
Laughing all the way (today)
Bells on bob-tail ring
Making our spirits bright
What fun it is to ride and sing
A sleighing song tonight

Jingle bells, jingle, jingle bells
Jingle all the way
Oh, what fun it is to ride
In a one-horse open sleigh
I love those JINGLE bells
Those holiday JINGLE bells
All those happy JINGLE BE double LES
I love those JINGLE bells
Jingle all the way
(Some other version:)
Dashing through the snow
In a one-horse open sleigh
Through the fields we go
Laughing all the way
Bells on bob-tail ring
Making spirits bright
What fun it is to ride and sing
A sleighing song tonight
Echo: Jingle bells, jingle bells
Jingle all the way
Oh what fun it is to ride
In a one-horse open sleigh, O
Jingle bells, jingle bells
Jingle all the way
Oh what fun it is to ride
In a one-horse open sleigh
A day or two ago
I thought I'd take a ride
And soon Miss Fanny Bright
Was seated by my side;
The horse was lean and lank
Misfortune seemed his lot
We ran into a drifted bank
And there we got upsot
A day or two ago
The story I must tell
I went out on the snow
And on my back I fell;
A gent was riding by
In a one-horse open sleigh
He laughed at me as
I there sprawling laid
But quickly drove away
Now the ground is white
Go it while you're young
Take the girls along
And sing this sleighing song
Just bet a bob-tailed bay
Two-forty as his speed
Hitch him to an open sleigh
And crack! You'll take the lead",complete,Frank Sinatra,Frank Sinatra
The First Noel,164053,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,5,1,Ultimate Christmas,Frank Sinatra,20,spotify:track:4WW2Bdai1qzTnNkWNJCGNg,spotify:album:1gCLWt3kXk5kNTZdsx6P8a,0.177,0.185,0,-14.718,1,0.0361,0.967,0.00189,0.205,0.149,83.65899999999998,1,the_first_noel,"The First Noel, the angels did say
Was to certain poor shepherds in fields as they lay
In fields where they lay keeping their sheep
On a cold winter's night that was so deep
Noel, Noel, Noel, Noel
Born is the King of Israel
They looked above and saw a star
Shining in the east beyond them far
And to the earth it gave great light
And so it continued both day and night
Noel, Noel, Noel, Noel
Born is the King of Israel",complete,Frank Sinatra,Frank Sinatra
Mistletoe And Holly,139400,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,6,1,Ultimate Christmas,Frank Sinatra,20,spotify:track:6zPuGWyVD5hY1on54zcKdE,spotify:album:1gCLWt3kXk5kNTZdsx6P8a,0.54,0.127,9,-13.265999999999998,1,0.0428,0.868,0.0,0.0723,0.305,109.933,4,mistletoe_and_holly,"Oh, by gosh, by golly
It's time for mistletoe and holly
Tasty pheasants, Christmas presents
Countrysides covered with snow
Oh, by gosh, by jingle
It's time for carols and Kris Kringle
Overeating, merry greeting
From relatives you don't know
Then comes that big night
Giving the tree the trim
You'll hear voices by starlight
Singing a yuletide hymn
Oh, by gosh, by golly
It's time for mistletoe and holly
Fancy ties and granny's pies
An' folks stealin' a kiss or two
As they whisper, ""Merry Christmas"" to you
Then comes that big night
Giving the tree the trim
You'll hear voices by starlight
Singing a yuletide hymn
Oh, by gosh, by golly
It's time for mistletoe and holly
Fancy ties and granny's pies
And folks stealin' a kiss or two
As they whisper, ""Merry Christmas"" to you",complete,Frank Sinatra,Frank Sinatra
The Christmas Song (Merry Christmas To You),209933,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,7,1,Ultimate Christmas,Frank Sinatra,20,spotify:track:4izvFmYCvwcOV8fT4tnkl4,spotify:album:1gCLWt3kXk5kNTZdsx6P8a,0.299,0.105,0,-17.344,1,0.0332,0.932,3.94e-05,0.158,0.14,106.047,5,the_christmas_song,"Version on Seasons Greetings:
Chestnuts roasting on an open fire
Jack Frost nipping at your nose
Yuletide carols being sung by a choir
And folks dressed up like Eskimos
Everybody knows a turkey and some mistletoe
Can help to make the season bright
Tiny tots with their eyes all aglow
Will find it hard to sleep tonight
They know that Santa's on his way
He's loaded lots of toys and goodies on his sleigh
And every mother's child is gonna spy
To see if reindeer really know how to fly
And so I'm offering this simple phrase
To kids from one to ninety-two
Although it's been said many times, many ways
Merry Christmas to you
They know that Santa's on his way
With toys and goodies on his sleigh
And every mother's child is gonna spy
To see if reindeer really know how to fly
And so I'm offering this simple phrase
To kids from one to ninety-two
Although it's been said many times, many ways
Merry Christmas
Merry Christmas
Merry Christmas to you
Merry Christmas
(Some other version of the song):
Chestnuts roasting on an open fire
Jack Frost nipping at your nose
Yuletide carols being sung by a choir
And folks dressed up like Eskimos
Everybody knows some turkey and some mistletoe
Help to make the season bright
Tiny tots with their eyes all aglow
Will find it hard to sleep tonight
They know that Santa's on his way
He's loaded lots of toys
And goodies on his sleigh
And every mother's child is gonna spy
To see if reindeer really know how to fly
And so, I'm offering this simple phrase
To kids from one to ninety-two
Although its been said
Many times, many ways
Merry Christmas! Merry Christmas! Merry Christmas to.. You!",complete,Frank Sinatra,Frank Sinatra
I'll Be Home For Christmas (If Only In My Dreams),193266,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,8,1,Ultimate Christmas,Frank Sinatra,20,spotify:track:6U3qWV8btMu6cv9mSpFQen,spotify:album:1gCLWt3kXk5kNTZdsx6P8a,0.174,0.0951,9,-17.594,1,0.035,0.946,0.000181,0.112,0.0784,169.884,4,ill_be_home_for_christmas,"Version on Seasons Greetings:
I'll be home for Christmas
You can plan on me
Please have snow and mistletoe
And presents on the tree
Christmas eve will find me
Where the love light gleams
I'll be home for Christmas
If only in my dreams
Won't you please have snow
And mistletoe
And presents under the tree for me
For me
Christmas eve will find me
Where the love light gleams
I'll be home for Christmas
If only in my dreams
(Some other version:)
I'll be home for Christmas
You can count on me
Please have snow and mistletoe
And presents on the tree
Christmas Eve will find me
Where the love light gleams
I'll be home for Christmas
If only in my dreams",complete,Frank Sinatra,Frank Sinatra
Santa Claus Is Coming To Town,134826,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,9,1,Ultimate Christmas,Frank Sinatra,20,spotify:track:6syO6UTl8QiiWADJy3Uy2d,spotify:album:1gCLWt3kXk5kNTZdsx6P8a,0.564,0.399,0,-10.378,0,0.0511,0.665,0.0,0.243,0.6809999999999999,141.89700000000005,4,santa_claus_is_coming_to_town,"You better watch out, you better not cry
You better not pout, I'm telling you why
Santa Claus is comin' to town
Santa Claus is comin' to town
Santa Claus is comin', comin' to town
He's making a list and checking it twice
Gonna find out who's naughty and nice
Santa Claus is comin' to town
Santa Claus is comin' to town
Santa Claus is comin' , comin' to town
He sees you when you're sleeping
He knows when you're awake
He knows if you've been bad or good
So be good for goodness sake
You better watch out, you better not cry
You better not pout, I'm telling you why
Santa Claus is comin' to town
Santa Claus is comin' to town
Santa Claus is comin', comin' to town
He sees you when you're sleeping
He knows when you're awake
He knows if you've been bad or good
So be good for goodness sake
You better watch out, you better not cry
You better not pout, I'm telling you why
Santa Claus is comin' to town
Santa Claus is comin' to town
Santa Claus is comin', comin' to town",complete,Frank Sinatra,Frank Sinatra
Have Yourself A Merry Little Christmas,238146,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,10,1,Ultimate Christmas,Frank Sinatra,20,spotify:track:4zjrdI0IuLwjvdYM4TUlxe,spotify:album:1gCLWt3kXk5kNTZdsx6P8a,0.15,0.165,7,-16.654,1,0.0351,0.8440000000000001,0.00199,0.18,0.193,59.109,4,have_yourself_a_merry_little_christmas,"Have yourself a merry little Christmas
Let your heart be light
Next year all our troubles will be out of sight

Have yourself a merry little Christmas
Make the Yuletide gay
Next year all our troubles will be miles away

Once again as in olden days
Happy golden days of yore
Faithful friends who are dear to us
Will be near to us, once more

Someday soon we all will be together
If the fates allow
Until then we'll have to muddle through somehow

So have yourself a merry little Christmas now",complete,Frank Sinatra,Frank Sinatra
An Old Fashioned Christmas,227800,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,11,1,Ultimate Christmas,Frank Sinatra,20,spotify:track:1qhRJBxkRNLIbzkkZfYDff,spotify:album:1gCLWt3kXk5kNTZdsx6P8a,0.294,0.16899999999999998,1,-15.21,1,0.0292,0.871,3.95e-06,0.102,0.38,86.374,4,an_old_fashioned_christmas,"Give me an old fashioned Christmas, an old fashioned Christmas
Family faces, wide open spaces, covered with snow
Right now my mom there in the kitchen, basting the Christmas bird
You'll have to take my word, you can't find that at the automat
An old fashioned fireplace, give me an old fashioned fireplace
My heart remembers smoldering embers, warming your glow
I'd trade that whole Manhattan skyline, the shimmering steel and chrome
For one old fashioned Christmas back home",complete,Frank Sinatra,Frank Sinatra
